[{'measurement': 'enviro', 'fields': {'temperature': 33.02818106175857, 'pressure': 1009.8723058797983, 'humidity': 21.542057540755945, 'pm_1': 346, 'pm_2.5': 683, 'pm_10': 765}}]
[{'measurement': 'enviro', 'fields': {'temperature': 33.08114879577124, 'pressure': 1009.8834582450922, 'humidity': 21.16552632691676, 'pm_1': 346, 'pm_2.5': 683, 'pm_10': 765}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.907478947152256, 'pressure': 1009.877016608598, 'humidity': 21.228115049169713, 'pm_1': 338, 'pm_2.5': 670, 'pm_10': 750}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.73316740040836, 'pressure': 1009.8711715525311, 'humidity': 21.248480260413494, 'pm_1': 338, 'pm_2.5': 670, 'pm_10': 750}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.61182364863489, 'pressure': 1009.8694757436227, 'humidity': 21.32657448579306, 'pm_1': 338, 'pm_2.5': 670, 'pm_10': 750}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.82112567123295, 'pressure': 1009.8701568602767, 'humidity': 21.087517939132006, 'pm_1': 340, 'pm_2.5': 673, 'pm_10': 750}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.920640606097095, 'pressure': 1009.8491567556978, 'humidity': 20.925925259924796, 'pm_1': 341, 'pm_2.5': 667, 'pm_10': 744}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.90394777068732, 'pressure': 1009.8487100624781, 'humidity': 20.81213646007311, 'pm_1': 342, 'pm_2.5': 657, 'pm_10': 729}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.78645597765135, 'pressure': 1009.8392951582116, 'humidity': 21.059033959553023, 'pm_1': 339, 'pm_2.5': 653, 'pm_10': 726}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.71615358415149, 'pressure': 1009.8422976087427, 'humidity': 21.152837103601428, 'pm_1': 340, 'pm_2.5': 651, 'pm_10': 728}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.86574687045125, 'pressure': 1009.8279263547724, 'humidity': 21.031101532725437, 'pm_1': 336, 'pm_2.5': 641, 'pm_10': 716}}]
[{'measurement': 'enviro', 'fields': {'temperature': 33.043589853915385, 'pressure': 1009.8288237371823, 'humidity': 20.835509751090953, 'pm_1': 337, 'pm_2.5': 641, 'pm_10': 716}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.917430445202626, 'pressure': 1009.8178729547426, 'humidity': 20.853702268514343, 'pm_1': 334, 'pm_2.5': 637, 'pm_10': 716}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.73092029241782, 'pressure': 1009.8309664643581, 'humidity': 21.13404528463673, 'pm_1': 338, 'pm_2.5': 644, 'pm_10': 729}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.76591098030476, 'pressure': 1009.8309531494101, 'humidity': 20.963551970028973, 'pm_1': 352, 'pm_2.5': 681, 'pm_10': 775}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.30974903559511, 'pressure': 1009.8565598624631, 'humidity': 21.684146440604923, 'pm_1': 351, 'pm_2.5': 679, 'pm_10': 777}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.164971868031714, 'pressure': 1009.8451403009277, 'humidity': 21.576490158772273, 'pm_1': 343, 'pm_2.5': 677, 'pm_10': 778}}]
[{'measurement': 'enviro', 'fields': {'temperature': 32.03271443591548, 'pressure': 1009.8414221441099, 'humidity': 21.365986874039383, 'pm_1': 334, 'pm_2.5': 662, 'pm_10': 762}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.86996101610041, 'pressure': 1009.8690723312116, 'humidity': 21.187125323006054, 'pm_1': 334, 'pm_2.5': 662, 'pm_10': 762}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.722295444267026, 'pressure': 1009.8614838728687, 'humidity': 21.10390201990374, 'pm_1': 334, 'pm_2.5': 662, 'pm_10': 762}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.581692362491435, 'pressure': 1009.8546380770484, 'humidity': 21.242884559569266, 'pm_1': 338, 'pm_2.5': 667, 'pm_10': 768}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.19391147725712, 'pressure': 1009.8844918138659, 'humidity': 21.621640789601596, 'pm_1': 338, 'pm_2.5': 667, 'pm_10': 768}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.078026948586285, 'pressure': 1009.8681184188165, 'humidity': 21.8011680352416, 'pm_1': 338, 'pm_2.5': 667, 'pm_10': 768}}]
